"customer_id","x","t.x","T.cal","pred_30d","p_alive"
11608,1,430,454,0.130710970815549,0.999775153343329
11609,8,435,652,0.147938789468018,0.99943069290076
11610,1,86,534,0.129557502192676,0.998535222976809
11611,0,0,76,0.132667553860074,1
11612,4,520,600,0.137390126897244,0.999713485404014
11613,3,658,724,0.133007736499829,0.999732157346951
11614,2,422,562,0.132194226360699,0.999625770066885
11615,4,297,444,0.139427021410133,0.999605296591642
11616,8,461,639,0.14813448207932,0.999531496212614
11617,1,403,680,0.127888244914931,0.999329854953632
11618,1,254,301,0.132648978479727,0.99975060769004
11619,0,0,323,0.129493483630698,1
11620,3,528,635,0.134113325916589,0.999676996681302
11621,1,102,323,0.132327489748994,0.999457421437335
11622,4,581,638,0.13690337885219,0.999742548472591
11623,5,461,507,0.141466128524324,0.999755163620903
11624,2,128,462,0.133386117223077,0.999089758769838
11626,2,397,655,0.131007060886942,0.999370704429977
11627,3,322,562,0.135003349731006,0.999404369933256
11628,1,522,719,0.127448327266069,0.999528667501247
11629,0,0,51,0.13299750921408,1
11630,0,0,555,0.126647454718677,1
11631,0,0,105,0.132286850824015,1
11632,3,597,685,0.133489420229836,0.999704082761679
11633,4,530,672,0.13645052207003,0.999619958927397
11634,5,592,640,0.139697730862577,0.999753534587004
11635,0,0,500,0.127310787257648,1
11636,2,434,469,0.133387025208956,0.999764983599227
11637,4,395,435,0.139569000553837,0.999761000808774
11638,6,578,602,0.143030944545986,0.999780581463333
11640,2,212,287,0.135740250408117,0.99971730046492
11641,3,435,537,0.135361336650433,0.999682851495808
11642,3,598,678,0.133578306545413,0.999714444894161
11643,4,625,696,0.136158811825265,0.999725942446367
11644,1,134,505,0.129970255507364,0.998958954976324
11645,1,693,712,0.127563729072986,0.999780447603521
11646,0,0,449,0.1279321166627,1
11647,2,547,705,0.130424904620717,0.99959822914241
11648,5,666,684,0.139126958391376,0.999785836609995
11649,1,68,724,0.126992703654845,0.996419919409416
11650,1,79,553,0.129301449773859,0.998359079124866
11651,3,500,526,0.135515321236159,0.999775368981328
11652,4,338,455,0.139287610091972,0.999657477084715
11653,1,349,550,0.129487797142538,0.999513702969362
11654,2,194,377,0.134539170225463,0.999539682696522
11655,4,628,690,0.136236725537117,0.999736937139095
11656,2,688,720,0.130264658080962,0.99976888109475
11657,5,534,546,0.140948154031527,0.999791570000235
11658,3,465,696,0.133316401798086,0.999436097127256
11659,5,611,700,0.13890728988284,0.999702017801202
11660,4,617,711,0.135964037880153,0.999695724018353
11662,2,606,618,0.131518432840549,0.9997880374317
11663,1,136,175,0.134292558468527,0.999758794638048
11664,1,395,553,0.129461837088449,0.999597457596086
11665,1,637,665,0.128124729869943,0.999771743377195
11666,2,363,683,0.130637734051529,0.999171928388771
11667,3,480,570,0.134941098453716,0.999700100348908
11668,3,345,556,0.135090090545769,0.999478445668675
11669,2,395,474,0.133316549146398,0.999713943401331
11670,4,692,727,0.135771011073783,0.999767551777884
11671,1,480,645,0.128341776180484,0.999587503731371
11672,3,501,517,0.13563262590243,0.999785296466818
11673,0,0,629,0.125765801714448,1
11674,4,623,689,0.136248807699685,0.999732078043166
11675,2,635,655,0.131060784336594,0.99978052693389
11676,1,248,563,0.129287359692296,0.999196143226044
11677,2,617,713,0.130340036672799,0.999694249746788
11678,1,90,404,0.13126122994652,0.999182462462989
11679,5,498,533,0.141118727097583,0.99976768162689
11680,3,324,582,0.13474146556944,0.999354304880103
11681,4,507,694,0.136157988406992,0.999532979637222
11682,1,63,700,0.127312330676416,0.996692424912822
11683,2,188,643,0.131035814391063,0.998464375683946
11684,0,0,56,0.132931386908596,1
11685,2,644,648,0.131148881668206,0.999795358094994
11686,4,725,726,0.135788177714082,0.999800755914312
11687,2,215,341,0.135021612979171,0.999644188371494
11688,2,538,543,0.13245478078701,0.999794416359678
11689,2,367,417,0.134050592015247,0.999748426290651
11690,5,286,664,0.139253617094123,0.998822928001708
11691,3,427,621,0.13426903123226,0.999520225259117
11692,3,515,539,0.135348454313031,0.999777423888173
11693,3,325,362,0.137658269262367,0.999763262460436
11694,2,426,675,0.130765049944912,0.999396796703285
11695,2,365,570,0.132077514959309,0.999499635589118
11696,2,534,614,0.131558251425898,0.999714014008869
11697,1,178,563,0.129249279458526,0.998901840497564
11698,1,312,322,0.132384129086741,0.999788361993734
11699,3,394,439,0.136641804170071,0.99975475013723
11700,6,664,700,0.141719272261654,0.999767990346715
11701,4,530,643,0.136828725441898,0.999666983297133
11702,2,491,506,0.132919976405881,0.999785076872002
11703,7,597,658,0.145087307900425,0.999738724677863
11704,2,259,385,0.134449710412156,0.999645052694864
11705,3,464,500,0.135849425420724,0.99976486289963
11706,5,645,711,0.138768866326203,0.999732413659935
11708,3,229,394,0.137208330304959,0.999572620852358
11709,0,0,521,0.127056696422834,1
11710,1,460,655,0.128214003879107,0.999530355060133
11711,0,0,521,0.127056696422834,1
11712,4,205,333,0.140929082359023,0.999636739565183
11713,4,511,624,0.137073366216354,0.99966667292602
11714,4,650,654,0.136705380729822,0.999798006568967
11715,3,692,722,0.133037823708671,0.999771829729673
11716,0,0,699,0.124943029572951,1
11717,1,361,661,0.128106815345914,0.999257066597713
11718,0,0,157,0.13160965431243,1
11719,3,452,490,0.135978620272463,0.999762676986024
11720,0,0,239,0.130555741897924,1
11721,4,612,658,0.136648243190729,0.999755309842528
11722,2,187,189,0.137056643271012,0.999797060131329
11723,1,100,316,0.132418828627746,0.999469159668739
11724,3,585,633,0.134148661283942,0.999752355028676
11725,2,345,469,0.133371663210416,0.999649842053831
11726,2,535,564,0.132188463547445,0.999771455033616
11727,2,446,713,0.130295030475984,0.999349056993225
11728,2,290,491,0.133072744253966,0.999505189851159
11729,0,0,457,0.127834252485112,1
11730,5,630,646,0.139623785106201,0.999787760699158
11731,2,230,464,0.133405218865147,0.999423838325854
11732,4,370,402,0.140012950286464,0.999769653207225
11733,4,636,648,0.136781377825091,0.999790494802161
11734,1,289,574,0.129165941402371,0.999297227683796
11735,1,198,485,0.130260428839355,0.999283294158768
11736,3,451,646,0.133953595962264,0.999519038006554
11737,3,488,684,0.133477113759399,0.999518374825558
11738,3,542,672,0.133643759486829,0.999642333361993
11739,1,500,540,0.129642475973363,0.999759211675676
11742,2,604,616,0.131543207777644,0.999788035328689
11743,1,206,213,0.133797255815098,0.999791078693809
11744,0,0,62,0.132852126876853,1
11745,0,0,639,0.12564760001967,1
11746,0,0,89,0.132496623255957,1
11748,2,577,668,0.130890593552929,0.999700373826241
11749,1,350,695,0.127679345682745,0.999098636171646
11750,3,404,448,0.136524268901335,0.999755911736521
11751,3,634,663,0.133773991213409,0.999772679996191
11752,0,0,127,0.131999495945992,1
11753,1,437,544,0.129582740433468,0.999677758086446
11754,3,427,655,0.133830077090663,0.999441507339075
11755,0,0,63,0.132838926059909,1
11757,4,614,675,0.136428291619341,0.999738033426456
11758,0,0,29,0.133289230548782,1
11759,6,449,682,0.141906308176965,0.999403523837229
11760,1,258,538,0.129608776028433,0.999309687516613
11762,4,266,505,0.138588153067753,0.99939385023944
11763,1,148,231,0.133550586206117,0.999706538390305
11764,0,0,174,0.131389764480701,1
11765,2,647,690,0.13062869636587,0.999757405793652
11766,3,561,705,0.13322880858634,0.999619770417528
11767,3,544,586,0.134745065338523,0.999758736656604
11768,1,180,543,0.129507369907425,0.99900155878658
11769,0,0,100,0.132352333320621,1
11770,1,36,542,0.129402665401434,0.998099213054561
11771,1,246,318,0.132426579554754,0.999721426489789
11772,1,454,608,0.128791745511999,0.99960582962236
11773,2,230,362,0.13474672849394,0.999634769871447
11774,2,118,651,0.130851482292099,0.997809197008373
11775,2,75,447,0.13355400944878,0.998913176572956
11776,4,576,651,0.136733279153995,0.999720482239082
11777,1,455,632,0.128495796191086,0.999565001096212
11778,0,0,459,0.127809809830379,1
11779,2,485,700,0.130470771590366,0.99948275409675
11780,0,0,165,0.131506085135199,1
11781,2,394,460,0.133497112836807,0.999730003147333
11782,0,0,586,0.126276613475019,1
11783,1,94,406,0.131236997440998,0.999190024466394
11784,3,300,394,0.137224771110414,0.999692393310496
11785,1,97,548,0.129383492940447,0.998519269056762
11786,3,299,588,0.134651825015536,0.999255663575415
11787,2,361,654,0.131005329864009,0.999263715432217
11788,8,665,697,0.147367103844646,0.999774017607946
11790,5,605,658,0.139461021042323,0.999747806401458
11791,1,101,430,0.130926967531488,0.999128414419162
11792,0,0,248,0.130441095644728,1
11793,1,204,284,0.132862970170419,0.999710997707469
11794,2,611,707,0.13041306096672,0.999694177633888
11795,4,392,717,0.135809094033881,0.999115790510727
11796,3,581,657,0.133842158780146,0.999719334148525
11797,2,526,562,0.132212541623461,0.999764266347297
11798,1,1,207,0.133835248078716,0.999487496509325
11799,4,355,717,0.135786389600951,0.998948759299631
11800,0,0,242,0.130517504095037,1
11801,4,386,388,0.140205856518807,0.999799792929316
11802,4,466,547,0.13808021021119,0.999711618973775
11803,3,532,620,0.134306277512302,0.999703366836223
11804,2,467,682,0.13069049687637,0.999481921773314
11805,1,194,288,0.13280884658459,0.999692399073923
11806,4,593,605,0.137335928512628,0.999790448270142
11807,2,425,557,0.132258554251924,0.99963879811293
11808,1,470,730,0.127298893160852,0.99938115223337
11809,2,277,692,0.13047019856071,0.998731156193755
11810,0,0,661,0.125388336768639,1
11811,4,572,666,0.136537546031667,0.99969517179779
11812,3,474,720,0.133012864040829,0.99939782072316
11813,2,245,503,0.132901423056653,0.999360099562568
11814,1,229,518,0.129851320120082,0.999279787225605
11815,4,391,563,0.137850154058814,0.99955991410803
11816,4,413,713,0.135872972731595,0.999212679742024
11817,2,273,544,0.132379957154154,0.999324401223466
11818,1,323,693,0.12768977918279,0.998993445280637
11819,3,652,697,0.133346603575283,0.999755964619562
11820,3,462,725,0.132944477142045,0.99934984945505
11821,1,162,291,0.132763214569382,0.999640298627117
11822,3,504,646,0.133967373421229,0.999621841014052
11823,2,382,651,0.131052050797542,0.999338634014782
11824,3,392,520,0.135574594709582,0.999642576372632
11825,3,392,590,0.134660676784557,0.999510101012203
11826,4,515,593,0.137481260774318,0.999716049758337
11827,3,265,459,0.136347641945219,0.999513607112392
11828,2,339,641,0.131161209140951,0.999232064973787
11829,2,288,368,0.134679108211228,0.999711605263116
11830,2,201,585,0.131808270108612,0.998877502765983
11831,0,0,23,0.133369013150048,1
11832,2,603,704,0.130448718322784,0.999687355683406
11834,3,277,502,0.135779530833674,0.99944079987479
11835,1,30,272,0.132976822805983,0.999400250308924
11836,2,81,483,0.133074926354228,0.998759453996968
11837,1,484,698,0.127693765083788,0.999491728101332
11838,0,0,392,0.128633759905771,1
11839,3,436,504,0.135792695116759,0.999728033897566
11840,2,119,711,0.130035090924395,0.99716916914721
11841,3,627,690,0.133431179780629,0.999735481333309
11843,6,573,597,0.143098423361258,0.999780569590616
11844,1,269,371,0.131744739101552,0.999682362675448
11845,6,625,626,0.142711178817256,0.999803398094493
11846,1,424,491,0.130243988023212,0.999728882461506
11847,0,0,162,0.131544904468314,1
11848,0,0,425,0.128226610310204,1
11849,2,98,121,0.137974555523347,0.999776441049705
11850,4,458,712,0.135906263791266,0.999364217179928
11851,2,171,334,0.135104188236711,0.999578512620919
11852,1,54,297,0.132653850449926,0.999399132796001
11853,2,40,708,0.129916418422562,0.995980119824922
11854,2,343,377,0.134569594411791,0.999765714873607
11855,1,171,475,0.130377260904509,0.999225733034149
11856,2,242,488,0.133095871277695,0.999393054140032
11857,2,79,395,0.134254407736014,0.999154061258672
11858,5,538,562,0.140732956360069,0.999779497690042
11859,0,0,356,0.129080882207591,1
11860,4,391,489,0.138840272470278,0.999687152672789
11861,3,440,636,0.134079179945238,0.999516440112815
11862,1,228,429,0.130989356682024,0.999508687031157
11863,2,205,456,0.133501013866986,0.999376934204537
11864,0,0,588,0.126252762795761,1
11865,4,688,692,0.136219566231152,0.999798019658033
11866,3,256,289,0.138635423841312,0.999767331918929
11867,2,330,579,0.131950775835724,0.999390682777798
11868,2,452,655,0.131025019478987,0.999507699265683
11869,3,493,600,0.134556044325752,0.999676480951846
11870,2,643,709,0.130393621124182,0.999731852004224
11871,1,36,447,0.130663221387241,0.998740784802727
11872,2,323,549,0.132333714952237,0.999448998372979
11874,0,0,149,0.131713386752712,1
11875,2,57,656,0.130688604545846,0.997034958104916
11876,1,604,686,0.127865371684782,0.999712393301903
11877,0,0,220,0.130798435915414,1
11878,5,382,427,0.142551521718035,0.999755921709553
11879,3,593,603,0.134533403397341,0.999791126128291
11880,1,235,387,0.131531469430686,0.999603705189172
11881,2,416,472,0.133345736728881,0.999741896078834
11882,2,547,728,0.130139813373652,0.999556025847499
11883,4,633,640,0.136884858294568,0.999795216168843
11884,0,0,243,0.130504763137359,1
11885,1,513,668,0.128067417685993,0.999605609251705
11886,1,233,415,0.131170579464409,0.999548012737418
11887,3,557,710,0.133164537482371,0.999604170118002
11889,3,524,553,0.135168229077953,0.999772372557638
11890,2,549,695,0.130549518114286,0.999618709712327
11891,1,507,515,0.12995472944088,0.99979035923282
11892,0,0,421,0.128275824451044,1
11893,3,538,575,0.134885933284397,0.999764073450537
11894,0,0,405,0.128473059369906,1
11895,2,303,541,0.132430016153473,0.999417880071895
11896,3,263,423,0.1368280702781,0.999583297648182
11897,1,85,106,0.135211886457649,0.999777377806454
11899,5,578,656,0.139482826317586,0.999716502986678
11900,3,624,714,0.133127819078005,0.999701741406534
11901,1,108,617,0.128489286163282,0.998104333626645
11902,2,273,596,0.131707453760091,0.999150644352718
11903,2,366,726,0.130093642867768,0.999015144276186
11904,3,220,577,0.134754466672085,0.99897853274953
11905,1,230,532,0.129673332604691,0.999238223783215
11906,1,323,636,0.12840196170897,0.999210816859955
11907,3,386,526,0.13549460482443,0.99962253195898
11908,1,269,365,0.131822084995808,0.999690625287261
11909,4,403,592,0.137467917439881,0.999524664037252
11911,1,130,515,0.129838111889039,0.998893176771281
11912,2,413,599,0.131721693623475,0.999541560714921
11913,1,329,726,0.127281500622998,0.998872136667082
11914,4,431,483,0.13892811697522,0.999747497237747
11915,3,184,668,0.133499053138854,0.998185704002441
11916,7,404,655,0.145069687313884,0.999335962237726
11917,1,600,705,0.127634662287586,0.999682750967672
11918,3,530,614,0.134382897982291,0.999708611765322
11919,6,683,724,0.141401364019645,0.999762528095333
11920,2,601,621,0.131480291724978,0.999780465426453
11921,2,357,661,0.130914523344199,0.999227108176709
11922,3,218,453,0.136411936970462,0.999411321401571
11923,5,264,474,0.14187028350647,0.999462684338187
11924,5,408,722,0.138544528202068,0.999141171555184
11925,3,484,569,0.134954771301148,0.999706814327822
11926,0,0,185,0.13124787394151,1
11927,0,0,619,0.125884226012725,1
11928,3,605,710,0.133174767411085,0.999680961428931
11929,2,554,716,0.130290141228737,0.999591373348472
11930,3,502,662,0.133762112854359,0.999590161606665
11931,0,0,660,0.125400098248418,1
11932,3,514,607,0.134469937407671,0.999696437360348
11933,3,430,585,0.134736031521946,0.999597282168559
11934,1,244,309,0.132543302753501,0.999729890493911
11935,0,0,205,0.130990674752877,1
11936,1,496,686,0.127843522513749,0.999541566073412
11937,3,345,507,0.135734087573041,0.999581934657178
11938,3,700,730,0.1329386459678,0.999771852422724
11939,3,555,656,0.133850242838515,0.999685911029533
11940,3,553,554,0.135159075113443,0.999799388596694
11941,0,0,674,0.125235638058752,1
11942,1,169,508,0.12995130415589,0.999098507819103
11943,2,244,598,0.131665743231437,0.999022736390139
11944,4,609,628,0.137037815692951,0.999783654999202
11945,1,256,420,0.13111222247396,0.999582923236292
11946,5,536,699,0.138903108158534,0.999578503291698
11947,3,689,696,0.133364139828157,0.999793975901475
11948,2,390,424,0.133962919696217,0.999765876442546
11949,4,543,549,0.138065700146381,0.99979610084312
11950,1,61,293,0.132709241138478,0.999428083868571
11951,3,195,582,0.134670293749196,0.998826435714911
11952,5,641,726,0.138571408987082,0.999707811525859
11953,2,278,340,0.135046793880936,0.999733940037209
11954,2,518,712,0.130330681478952,0.999529195259043
11955,1,371,609,0.128757069737644,0.999430894296316
11956,5,466,707,0.13877336264272,0.999391479284013
11957,4,495,713,0.135906865627346,0.999461928805367
11958,5,570,697,0.138938179056012,0.999643996192423
11959,2,340,382,0.13450363818506,0.999757144839657
11960,1,313,671,0.127959251235175,0.999042178737048
11961,5,418,531,0.141130859597291,0.999663800705355
11963,0,0,134,0.13190832646836,1
11964,4,410,706,0.135963687035276,0.999226518762263
11965,3,293,669,0.133582175587999,0.998900837069597
11966,2,276,606,0.13157984171212,0.999124515930666
11967,1,2,312,0.13243279170336,0.999187002869432
11968,4,546,728,0.135728116320928,0.999544854092336
11969,3,343,365,0.137620604075875,0.99977905900756
11970,0,0,711,0.12480306263462,1
11971,3,589,683,0.133513327171439,0.999695982197196
11972,4,562,582,0.137633318232166,0.99978257616511
11973,4,552,677,0.136390546652757,0.999648676896709
11974,4,413,417,0.139815309600391,0.999797922759103
11975,0,0,100,0.132352333320621,1
11976,3,495,559,0.135086155614768,0.999733349481414
11977,3,393,542,0.135286883369027,0.999607057093239
11978,2,440,697,0.130493463766339,0.999376336467637
11979,3,571,670,0.133675035687263,0.999688909668486
11980,2,197,497,0.132959367754583,0.999224720341201
11981,6,582,715,0.141501663796858,0.999632125415734
11982,4,656,669,0.136512044582869,0.999789560848147
11983,1,6,399,0.131277988063627,0.998829818372953
11984,4,715,729,0.135748572214439,0.9997886752466
11985,3,284,368,0.137570730090633,0.999705977658239
11986,3,450,524,0.135533657416954,0.999720673867037
11987,3,366,647,0.133910023401022,0.999287761448396
11988,1,413,443,0.130847855554963,0.999769150295049
11989,1,378,625,0.128560366235075,0.999408913342061
11990,3,424,469,0.136250297776835,0.999754894753799
11991,2,486,601,0.131713226130753,0.999665888733691
11992,5,533,727,0.138531550403042,0.999513425434066
11993,2,443,624,0.1314132019851,0.999552541129893
11994,1,38,649,0.127963937343294,0.997019182678678
11995,2,293,711,0.130237080903585,0.998718121651434
11996,0,0,457,0.127834252485112,1
11997,5,684,699,0.138932334230519,0.999788820783356
11998,1,419,422,0.131114853844071,0.999794829645879
11999,3,413,653,0.133850975813316,0.999409965522586
12000,3,466,609,0.13443421120269,0.999619267031716
12001,1,507,556,0.129444759600232,0.999749701610243
12002,1,192,584,0.128988853107421,0.998870849572887
12003,2,223,709,0.130200967495448,0.998254770783615
12004,1,22,708,0.127113735717489,0.995881644060911
12005,8,596,723,0.146989951958317,0.999638933008545
12006,2,672,690,0.130631974625807,0.999782495722136
12007,3,146,211,0.139689042707927,0.999729436538106
12008,4,405,618,0.137123775036166,0.999469572565228
12010,1,263,460,0.130602478553525,0.99951860990681
12011,4,644,680,0.136368285408837,0.999766325842977
12012,1,141,346,0.132038461784615,0.99949618039968
12013,1,200,249,0.133321599828371,0.999748103969151
12014,1,72,618,0.128432980857197,0.997760914749773
12015,4,546,676,0.13640220252347,0.999640480271409
12016,1,419,606,0.128808154515849,0.999544716614552
12017,2,387,420,0.134014478887413,0.999766909718393
12018,6,533,704,0.141636619375954,0.999558404205715
12019,1,42,296,0.132662647596196,0.999368354560183
12020,0,0,413,0.128374366152217,1
12021,2,442,602,0.131691053136382,0.999591877028699
12022,1,44,163,0.134436982227895,0.99965374013108
12023,4,608,679,0.136375525918743,0.999725800892
12024,0,0,84,0.132562313644712,1
12026,3,505,683,0.133494637842781,0.999556043756856
12027,2,58,327,0.135159864738828,0.999313131602038
12029,1,288,512,0.12994885124564,0.999459927423208
12030,0,0,682,0.125141854339751,1
12032,2,165,644,0.131000202489592,0.998286801185354
12033,3,600,725,0.132984576543096,0.999651278527278
12034,4,397,622,0.137067982079159,0.999439240563693
12035,5,402,507,0.141454923557058,0.999675977005706
12036,3,564,572,0.134928106148814,0.999792970931212
12037,2,481,713,0.130307263367161,0.999442881970413
12038,3,90,153,0.140487247298301,0.999731507950679
12039,7,423,577,0.146175982044673,0.999586072023408
12040,1,260,593,0.128913071831596,0.999132816473042
12041,3,482,514,0.135669130857836,0.999769141992181
12042,0,0,641,0.125623986337919,1
12043,0,0,600,0.126109847708404,1
12044,0,0,319,0.129543675233069,1
12045,3,500,673,0.133620988694453,0.999565655493332
12046,2,471,683,0.130679167666869,0.999488829976511
12047,2,278,302,0.135550564185996,0.999775844208716
12048,1,391,620,0.128626626969699,0.999453503200733
12049,5,523,728,0.138515062810463,0.999487624539407
12050,0,0,412,0.128386694511226,1
12051,4,568,582,0.13763413220696,0.999788488961714
12052,3,519,640,0.134047491464323,0.999655990240451
12053,5,684,720,0.138657207518335,0.99976727330552
12055,1,36,59,0.135843306897976,0.999775248471904
12056,1,523,651,0.128277347295378,0.999648780714809
12057,2,166,245,0.13629590768491,0.999711672595668
12058,1,39,623,0.128318965953956,0.997344549655181
12059,2,261,303,0.135534826169596,0.999756792527886
12060,1,227,290,0.132788314693686,0.999732143073303
12061,2,548,609,0.131623274124469,0.99973699049139
12062,0,0,711,0.12480306263462,1
12063,5,568,596,0.140280844323714,0.999775405505757
12064,5,641,644,0.139651759940696,0.999800231712615
12065,1,202,711,0.127366570550669,0.998142037744309
12066,2,160,655,0.130848478083748,0.998160975682032
12067,3,559,653,0.13388923360545,0.999695620658726
12068,6,576,662,0.142215412381524,0.999705350024185
12069,2,440,444,0.133710340491663,0.999795288163479
12070,4,569,623,0.137097143859263,0.999745978519726
12071,5,563,641,0.139679409350782,0.999716356960911
12072,6,336,372,0.146200354646866,0.999766735013193
12073,2,404,598,0.131731916166575,0.999524828013318
12074,3,448,531,0.13544200306537,0.999709066478202
12075,1,3,621,0.128285977013312,0.996900440863583
12076,0,0,547,0.126743509530316,1
12077,3,563,729,0.132925635296314,0.999580846888045
12078,1,115,624,0.128405001507209,0.998107191279298
12079,5,324,629,0.139760200148496,0.999166648620774
12080,2,370,621,0.131428667236291,0.999387911115461
12081,2,510,562,0.132210254183347,0.999746969191828
12082,2,191,511,0.132772656878623,0.99915222911746
12083,2,466,683,0.130677665577976,0.999477341373567
12084,1,368,577,0.129155182158131,0.999497455106561
12085,2,179,480,0.133174322826027,0.999219437972978
12086,1,41,585,0.12883374723706,0.997763986103505
12087,4,670,730,0.135729258693391,0.999739595313873
12088,5,468,590,0.140342742329394,0.999650226186362
12089,2,698,725,0.130204583767842,0.99977387080345
12090,0,0,385,0.128720457594723,1
12091,3,442,718,0.133025952697761,0.999309706057
12092,3,586,730,0.132918500073326,0.999620344198084
12093,4,281,460,0.139204885752491,0.999541519634163
12094,1,210,689,0.127657477898601,0.998367160237169
12095,4,506,660,0.136601111908813,0.999598010004583
12096,4,505,701,0.136066268447156,0.999513434052636
12097,1,332,505,0.130049574093675,0.999568602251249
12098,4,270,554,0.137925541459127,0.999254507147955
12099,2,40,366,0.134624074034499,0.999110341839883
12100,0,0,283,0.129997156666655,1
12101,0,0,223,0.130760055838484,1
12102,1,155,675,0.127782136584332,0.998033293246281
12103,7,468,730,0.144051327468275,0.999305101474781
12104,3,529,596,0.134614039408939,0.999729986528721
12105,0,0,654,0.125470713488177,1
12106,2,177,254,0.136176660839384,0.999714388907845
12107,2,479,538,0.132510255595907,0.999738843716249
12108,2,175,345,0.134958738551276,0.999565149213336
12109,1,665,708,0.127608354488916,0.99975677016347
12110,2,51,610,0.131317222775784,0.99750640250059
12111,2,164,616,0.131370751117411,0.998477286500018
12112,2,574,586,0.1319159550886,0.999788003685606
12113,5,347,616,0.139949655710255,0.999297497033973
12114,0,0,95,0.132417880677048,1
12115,3,597,637,0.134099393897495,0.999761109238435
12116,3,420,493,0.135934170840249,0.999721668874182
12117,2,719,723,0.13023166891123,0.999795383130279
12118,4,431,500,0.138700338908398,0.999726832637356
12119,1,221,652,0.128139988877946,0.998672110529895
12120,4,531,585,0.137589245806048,0.999745752238816
12121,3,600,704,0.133249589550075,0.999682305459849
12122,0,0,627,0.125789468745915,1
12123,2,316,596,0.131727227458592,0.999300650316957
12124,3,268,612,0.134318793382317,0.999043452349816
12125,5,630,631,0.139822775197961,0.999802082194835
12126,1,168,444,0.130775806094291,0.999314316557182
12127,2,206,527,0.13257061021773,0.999150244795525
12128,2,569,706,0.130417360679932,0.999633774314282
12129,4,393,437,0.139541630110352,0.999756502811493
12130,10,600,719,0.152641415537264,0.999649721166929
12131,4,474,688,0.136225910671773,0.999470564902707
12132,2,106,618,0.131282674891844,0.997995832553996
12133,1,141,422,0.131049557496892,0.999296923051849
12134,2,200,646,0.131007106098029,0.998526980884312
12135,3,240,491,0.135912050045475,0.999368480328493
12136,3,607,722,0.133023810151501,0.99966651862865
12137,2,696,700,0.130511580653136,0.999795375490432
12138,3,557,601,0.134554138214216,0.999756619023817
12139,4,335,497,0.138719318995855,0.99957798791489
12140,5,450,626,0.139853202486402,0.999549362168747
12141,1,275,626,0.128504058667343,0.999065199342494
12142,4,332,345,0.140787086986848,0.999789170144666
12143,0,0,606,0.126038511427963,1
12144,1,378,462,0.130602211572013,0.999707661745221
12145,7,637,717,0.144285067456157,0.999714017820429
12146,2,501,515,0.132806345552869,0.999786039715979
12147,0,0,76,0.132667553860074,1
12148,0,0,214,0.130875263701112,1
12149,2,127,143,0.137676300564022,0.999783571873754
12150,2,111,490,0.133002915954657,0.998885497553428
12151,4,487,679,0.136347652360154,0.999521468659391
12152,6,532,572,0.143434263336455,0.99976300507053
12153,0,0,238,0.130568492811592,1
12154,0,0,343,0.129243107890895,1
12155,2,283,379,0.134533487089702,0.999690080343563
12156,1,89,536,0.129533838527518,0.99854237247534
12157,0,0,72,0.132720236654587,1
12158,2,131,569,0.131965688018175,0.998558911026685
12159,4,437,544,0.138114373919777,0.999674562872952
12160,1,585,641,0.128409922770188,0.999742487430067
12161,7,586,677,0.144823223179222,0.999697853076198
12162,4,532,634,0.136946756413692,0.999683315301222
12163,0,0,45,0.133076942863347,1
12164,1,341,695,0.127674692959088,0.999062228326389
12165,4,518,601,0.137376620460136,0.999709501339423
12166,2,335,581,0.131926933039301,0.999398985982177
12167,3,364,452,0.136464593455425,0.999701466678415
12168,3,514,699,0.133293189009529,0.999542324419714
12169,3,674,724,0.133010189613706,0.999750595799424
12170,4,397,711,0.135891086925832,0.999159341323084
12171,2,391,671,0.130802286489434,0.99930682906451
12172,1,77,706,0.127256600004782,0.996814724683063
12173,3,340,414,0.136964994025235,0.999719678759658
12174,1,515,551,0.129507869946146,0.999763391467002
12175,3,423,688,0.13340350938611,0.999341174361127
12176,4,570,633,0.136966760131935,0.999735324724509
12177,0,0,561,0.126575509101627,1
12178,3,513,563,0.135037220620986,0.999749747730117
12179,1,515,672,0.128018994046278,0.999602278566759
12180,2,224,343,0.134997019257899,0.999655389988883
12181,5,656,691,0.139033426194832,0.999768248038952
12182,4,449,576,0.137692229642565,0.999643445166371
12183,0,0,102,0.132326132544339,1
12184,5,501,571,0.140605653685533,0.999726205019909
12185,4,664,671,0.136487235855999,0.999795235180647
12186,2,372,494,0.13305443620404,0.999653431741373
12187,1,56,60,0.13583232538837,0.999793800957655
12188,6,525,555,0.143666847108778,0.999774053276531
12189,1,258,489,0.130231396042917,0.999441676225913
12190,4,172,505,0.13854086533993,0.999052846601457
12191,1,8,219,0.133676602288702,0.999476283716883
12192,2,299,687,0.130550162986275,0.998875981380655
12193,1,232,411,0.131221740748737,0.999553869573913
12194,4,718,730,0.135736180945605,0.999790582475324
12195,0,0,667,0.125317814196187,1
12196,1,369,701,0.127614245211288,0.999149390451196
12197,0,0,457,0.127834252485112,1
12198,2,634,713,0.130342897454123,0.999716191635961
12199,4,278,687,0.136131184123232,0.998682129293891
12200,6,418,694,0.141727645071343,0.999266455665578
12201,3,553,609,0.134450870879782,0.999743144235705
12202,3,89,395,0.13714034401484,0.999173447712941
12203,1,279,597,0.128871667658057,0.999189041944986
12204,0,0,268,0.130187045674918,1
12205,2,318,439,0.13375547313757,0.999653995081363
12206,4,693,697,0.136155900206542,0.999798021373292
